PC1,PC2
0.43858213961744413,0.12063334718681265
0.47194287624010317,-0.17428011442416913
0.48102245984799225,-0.7068868761271092
-0.15815128692911232,-2.748293919337231
-2.391089552986011,0.335398838311227
-1.397177067895965,2.1720297481310706
-2.381025982916974,-1.8458864863322162
2.0006160164402997,-0.581678564478864
1.009289250663321,2.4685775610592997
1.9059159865979352,0.3436734391949505
2.307450863167099,0.24781295181867746
1.2615921798337222,-0.44490140720637195
-2.0095940694554812,1.4841557802549425
-0.19341073537060255,-0.3926346353078172
-0.9613549794510634,-3.1831454358286186
-1.0812939331964515,-0.10708539166609876
-1.2556341554466461,0.10191409398483109
0.31568044072040496,-2.485071422749899
0.7544243620482616,2.2012534630069904
2.742877962708895,0.9611297745366069
-2.719593683428526,0.7917380946062796
-0.7869802224677658,-2.133369892854477
0.7977071996908744,-2.2474365925720234
-0.5450986963059655,0.7299450324195133
2.114912924811812,0.11545827032455332
-1.3289140921238034,-0.0023865398057364867
1.549331349315276,-0.9752945588222953
0.5785020982737762,-0.8883602152575286
-0.13091182537996568,-0.33618962885328646
-1.1829771022377316,0.7030289545630013
0.7757303695684545,0.301792645973487
-0.6641194455966585,0.8348630646335891
-0.48392300483344963,-0.07861317678371191
-1.5040037281363743,-2.1151538540699164
-0.9966630948713322,0.7343720850250595
-2.76259436702299,0.7416942773166216
1.0530341306236213,-0.9235543260049723
-0.39542716393063204,-2.7190389696576167
1.4147327034258326,-0.2536949372867919
0.8313979489135199,-0.11973623618618888
-1.951969919139549,0.9626689166880528
-0.7770692076805437,-0.5685277430585854
1.5872001833950462,0.05038623626424115
0.7020882602242605,-0.8497921517585276
-0.4931778490165507,2.0381191303219333
0.8888267727490728,-0.8171275832843685
-0.2667911186575648,-0.5627443209117701
-2.044223610742046,2.088870310782115
1.1449511744278602,2.7404611319561334
2.2394729731025502,0.24454796385475472
1.3856144256839547,-0.723611360328445
1.8001416574787106,0.3093796584693079
-0.4100500345788715,-3.6703060278197066
0.4618985936273589,-0.8378010113961222
0.6132523115633695,-0.8061738609967728
0.3371568717911421,-0.6465544898268033
